,lon,lat,locality,year,month,kingdom,class,family,genus,species,new,state,country
23274,-2.2064,57.6792,New Aberdour,2005,4.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.6792,-2.2064",Scotland,United Kingdom
23275,-5.8042,56.5333,Lochaline,2005,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"56.5333,-5.8042",Scotland,United Kingdom
23276,-5.6549,56.2659,Cullipool,2005,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"56.2659,-5.6549",Scotland,United Kingdom
23283,-3.7033,50.2066,East Prawle,2005,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"50.2066,-3.7033",England,United Kingdom
23284,-3.834,51.2334,Lynmouth,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.2334,-3.834",England,United Kingdom
23288,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"54.3932,-5.5743",Northern Ireland,United Kingdom
23289,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"54.3932,-5.5743",Northern Ireland,United Kingdom
23290,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"54.3932,-5.5743",Northern Ireland,United Kingdom
23291,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"54.3932,-5.5743",Northern Ireland,United Kingdom
23292,-5.5743,54.3932,Portaferry,2005,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"54.3932,-5.5743",Northern Ireland,United Kingdom
23293,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"54.3932,-5.5743",Northern Ireland,United Kingdom
23294,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"54.3932,-5.5743",Northern Ireland,United Kingdom
23295,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"54.3932,-5.5743",Northern Ireland,United Kingdom
23296,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"54.3932,-5.5743",Northern Ireland,United Kingdom
23297,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"54.3932,-5.5743",Northern Ireland,United Kingdom
23298,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"54.3932,-5.5743",Northern Ireland,United Kingdom
23299,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"54.3932,-5.5743",Northern Ireland,United Kingdom
23300,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"54.3932,-5.5743",Northern Ireland,United Kingdom
23301,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"54.3932,-5.5743",Northern Ireland,United Kingdom
23302,-5.5743,54.3932,Portaferry,2005,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"54.3932,-5.5743",Northern Ireland,United Kingdom
23311,10.92,57.3,Vesterø Havn,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.3,10.92",Region Nordjylland,Danmark
23312,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
23313,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.0,10.0",Region Nordjylland,Danmark
23314,10.92,57.3,Vesterø Havn,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.3,10.92",Region Nordjylland,Danmark
23316,10.92,57.3,Vesterø Havn,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.3,10.92",Region Nordjylland,Danmark
23318,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
23319,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"57.0,10.0",Region Nordjylland,Danmark
23320,10.92,57.3,Vesterø Havn,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.3,10.92",Region Nordjylland,Danmark
23322,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
23323,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.0,10.0",Region Nordjylland,Danmark
23326,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
23327,10.0,57.0,Gistrup,2005,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"57.0,10.0",Region Nordjylland,Danmark
23354,-3.8604,50.2464,Hope,2006,1.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"50.2464,-3.8604",England,United Kingdom
23356,-2.1184,57.7028,Rosehearty,2006,1.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.7028,-2.1184",Scotland,United Kingdom
23357,-3.8604,50.2464,Hope,2006,1.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.2464,-3.8604",England,United Kingdom
23359,-3.8604,50.2464,Hope,2006,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.2464,-3.8604",England,United Kingdom
23360,-2.1184,57.7028,Rosehearty,2006,1.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.7028,-2.1184",Scotland,United Kingdom
23361,-3.824,51.2327,Lynmouth,2006,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.2327,-3.824",England,United Kingdom
23362,-4.2995,48.3511,Loperhet,2006,1.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"48.3511,-4.2995",Bretagne,France
23372,-4.2995,48.3511,Loperhet,2006,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"48.3511,-4.2995",Bretagne,France
23373,-4.2995,48.3511,Loperhet,2006,1.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"48.3511,-4.2995",Bretagne,France
23392,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23393,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23394,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23395,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.68,-8.8342",Norte,Portugal
23396,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23397,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23398,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23399,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23404,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23405,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23406,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23408,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.68,-8.8342",Norte,Portugal
23409,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23410,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23411,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23412,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23413,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23414,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23422,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23423,-8.8342,41.68,Darque,2006,2.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23424,1.3806,51.2817,Sandwich Bay,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"51.2817,1.3806",England,United Kingdom
23425,1.3806,51.2817,Sandwich Bay,2006,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.2817,1.3806",England,United Kingdom
23426,0.6016,51.4161,Kingsnorth,2006,2.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"51.4161,0.6016",England,United Kingdom
23427,1.3806,51.2817,Sandwich Bay,2006,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"51.2817,1.3806",England,United Kingdom
23428,0.6016,51.4161,Kingsnorth,2006,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.4161,0.6016",England,United Kingdom
23443,-2.6882,57.6863,Portsoy,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.6863,-2.6882",Scotland,United Kingdom
23444,-2.6885,57.6878,Portsoy,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.6878,-2.6885",Scotland,United Kingdom
23445,-2.6882,57.6938,Portsoy,2006,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"57.6938,-2.6882",Scotland,United Kingdom
23448,-2.7156,57.693,Portsoy,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.693,-2.7156",Scotland,United Kingdom
23449,-2.6882,57.6863,Portsoy,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.6863,-2.6882",Scotland,United Kingdom
23451,-2.6935,57.6869,Portsoy,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.6869,-2.6935",Scotland,United Kingdom
23452,-2.6882,57.6938,Portsoy,2006,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.6938,-2.6882",Scotland,United Kingdom
23471,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23472,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23480,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23481,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23482,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23489,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23490,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23491,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.68,-8.8342",Norte,Portugal
23493,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23494,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23495,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23496,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23497,-8.6558,41.0505,Arcozelo,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.0505,-8.6558",Norte,Portugal
23498,-8.6558,41.0505,Arcozelo,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.0505,-8.6558",Norte,Portugal
23499,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.2913,-8.7335",Norte,Portugal
23500,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.2913,-8.7335",Norte,Portugal
23501,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23502,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23503,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.2913,-8.7335",Norte,Portugal
23504,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23509,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23510,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23511,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23512,-8.6558,41.0505,Arcozelo,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.0505,-8.6558",Norte,Portugal
23513,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23514,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23515,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.2913,-8.7335",Norte,Portugal
23516,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23517,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23518,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23519,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23520,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23521,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23522,-8.7335,41.2913,Azurara,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.2913,-8.7335",Norte,Portugal
23523,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23524,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23525,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23526,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23527,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23528,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.68,-8.8342",Norte,Portugal
23529,-8.8342,41.68,Darque,2006,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"41.68,-8.8342",Norte,Portugal
23537,1.2184,51.0974,Capel-le-Ferne,2006,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"51.0974,1.2184",England,United Kingdom
23539,1.2215,51.0982,Capel-le-Ferne,2006,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"51.0982,1.2215",England,United Kingdom
23543,1.222,51.0983,Capel-le-Ferne,2006,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"51.0983,1.222",England,United Kingdom
23545,1.222,51.0983,Capel-le-Ferne,2006,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"51.0983,1.222",England,United Kingdom
23546,1.222,51.0983,Capel-le-Ferne,2006,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"51.0983,1.222",England,United Kingdom
23548,1.2184,51.0974,Capel-le-Ferne,2006,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"51.0974,1.2184",England,United Kingdom
23549,1.222,51.0983,Capel-le-Ferne,2006,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"51.0983,1.222",England,United Kingdom
23551,1.2215,51.0982,Capel-le-Ferne,2006,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"51.0982,1.2215",England,United Kingdom
23552,1.222,51.0983,Capel-le-Ferne,2006,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"51.0983,1.222",England,United Kingdom
23622,1.3774,51.3297,Cliffsend,2006,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"51.3297,1.3774",England,United Kingdom
23626,1.3799,51.3291,Cliffsend,2006,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"51.3291,1.3799",England,United Kingdom
23628,1.3799,51.3291,Cliffsend,2006,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"51.3291,1.3799",England,United Kingdom
23691,-5.2039,49.9688,Lizard,2007,1.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"49.9688,-5.2039",England,United Kingdom
23693,-5.2039,49.9688,Lizard,2007,1.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.9688,-5.2039",England,United Kingdom
23697,-4.0991,50.3161,Down Thomas,2007,1.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3161,-4.0991",England,United Kingdom
23698,-4.0991,50.3161,Down Thomas,2007,1.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"50.3161,-4.0991",England,United Kingdom
23700,-4.0991,50.3161,Down Thomas,2007,1.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3161,-4.0991",England,United Kingdom
23701,-3.129,50.6902,Branscombe,2007,1.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.6902,-3.129",England,United Kingdom
23702,-3.129,50.6902,Branscombe,2007,1.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"50.6902,-3.129",England,United Kingdom
23729,0.7394,51.418,Queenborough,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.418,0.7394",England,United Kingdom
23738,0.7394,51.418,Queenborough,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"51.418,0.7394",England,United Kingdom
23739,0.7401,51.411,Rushenden,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.411,0.7401",England,United Kingdom
23744,0.7417,51.416,Queenborough,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"51.416,0.7417",England,United Kingdom
23746,0.7371,51.4165,Queenborough,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.4165,0.7371",England,United Kingdom
23758,0.7417,51.416,Queenborough,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"51.416,0.7417",England,United Kingdom
23759,0.7417,51.416,Queenborough,2007,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"51.416,0.7417",England,United Kingdom
23765,0.7417,51.416,Queenborough,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"51.416,0.7417",England,United Kingdom
23769,-3.0448,53.627,Ainsdale-on-Sea,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"53.627,-3.0448",England,United Kingdom
23770,-3.0448,53.627,Ainsdale-on-Sea,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"53.627,-3.0448",England,United Kingdom
23771,-3.0448,53.627,Ainsdale-on-Sea,2007,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"53.627,-3.0448",England,United Kingdom
23772,-3.0448,53.627,Ainsdale-on-Sea,2007,2.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"53.627,-3.0448",England,United Kingdom
23773,-4.0525,50.3098,Newton Ferrers,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3098,-4.0525",England,United Kingdom
23774,-4.0525,50.3098,Newton Ferrers,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"50.3098,-4.0525",England,United Kingdom
23775,-4.0525,50.3098,Newton Ferrers,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3098,-4.0525",England,United Kingdom
23776,-4.0525,50.3098,Newton Ferrers,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3098,-4.0525",England,United Kingdom
23777,-5.8867,54.1294,Annalong,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"54.1294,-5.8867",Northern Ireland,United Kingdom
23778,-6.0289,55.1003,Cushendun,2007,2.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"55.1003,-6.0289",Northern Ireland,United Kingdom
23779,-5.8867,54.1294,Annalong,2007,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"54.1294,-5.8867",Northern Ireland,United Kingdom
23780,-7.044,37.206,El Portil,2007,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"37.206,-7.044",Andalucía,España
23810,2.6187,51.1186,Sint-Idesbald,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"51.1186,2.6187",West-Vlaanderen,België / Belgique / Belgien
23811,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.31,-8.7428",Norte,Portugal
23812,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.31,-8.7428",Norte,Portugal
23813,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"41.31,-8.7428",Norte,Portugal
23814,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.31,-8.7428",Norte,Portugal
23815,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.31,-8.7428",Norte,Portugal
23816,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"41.31,-8.7428",Norte,Portugal
23817,-8.7428,41.31,Mindelo,2007,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"41.31,-8.7428",Norte,Portugal
